Date: 2010-03-17, Open: 5198.45, High: 5260.5, Low: 5177.15, SMA20: 5022.94, SMA50: 5028.95, RSI14: 91.46, Return: 0.65%, Output: Up
Date: 2018-12-21, Open: 10944.25, High: 10963.65, Low: 10738.65, SMA20: 10772.59, SMA50: 10574.76, RSI14: 44.9, Return: -1.81%, Output: Down
Date: 2018-12-24, Open: 10780.9, High: 10782.3, Low: 10649.25, SMA20: 10774.33, SMA50: 10578.82, RSI14: 42.36, Return: -0.84%, Output: Up
Date: 2018-12-26, Open: 10635.45, High: 10747.5, Low: 10534.55, SMA20: 10776.55, SMA50: 10588.73, RSI14: 48.0, Return: 0.62%, Output: Up
Date: 2018-12-27, Open: 10817.9, High: 10834.2, Low: 10764.45, SMA20: 10779.09, SMA50: 10594.87, RSI14: 57.46, Return: 0.47%, Output: Up
Date: 2018-12-28, Open: 10820.95, High: 10893.6, Low: 10817.15, SMA20: 10779.15, SMA50: 10601.82, RSI14: 57.02, Return: 0.74%, Output: Up
Date: 2018-12-31, Open: 10913.2, High: 10923.55, Low: 10853.2, SMA20: 10778.44, SMA50: 10607.38, RSI14: 69.05, Return: 0.02%, Output: Down
Date: 2019-01-02, Open: 10868.85, High: 10895.35, Low: 10735.05, SMA20: 10773.88, SMA50: 10614.17, RSI14: 62.28, Return: -0.64%, Output: Down
Date: 2019-01-03, Open: 10796.8, High: 10814.05, Low: 10661.25, SMA20: 10764.02, SMA50: 10621.54, RSI14: 46.46, Return: -1.11%, Output: Up
Date: 2019-01-04, Open: 10699.7, High: 10741.05, Low: 10628.65, SMA20: 10761.24, SMA50: 10631.18, RSI14: 46.53, Return: 0.52%, Output: Up
Date: 2019-01-07, Open: 10804.85, High: 10835.95, Low: 10750.15, SMA20: 10769.77, SMA50: 10643.68, RSI14: 48.24, Return: 0.41%, Output: Up
Date: 2019-01-08, Open: 10786.25, High: 10818.45, Low: 10733.25, SMA20: 10775.19, SMA50: 10655.23, RSI14: 45.22, Return: 0.28%, Output: Up
Date: 2019-01-09, Open: 10862.4, High: 10870.4, Low: 10749.4, SMA20: 10793.53, SMA50: 10669.84, RSI14: 47.14, Return: 0.49%, Output: Down
Date: 2019-01-10, Open: 10859.35, High: 10859.35, Low: 10801.8, SMA20: 10807.15, SMA50: 10685.67, RSI14: 41.99, Return: -0.31%, Output: Down
Date: 2019-01-11, Open: 10834.75, High: 10850.15, Low: 10739.4, SMA20: 10810.02, SMA50: 10696.55, RSI14: 41.49, Return: -0.25%, Output: Down
Date: 2019-01-14, Open: 10807.0, High: 10808.0, Low: 10692.35, SMA20: 10807.32, SMA50: 10707.33, RSI14: 48.95, Return: -0.53%, Output: Up
Date: 2019-01-15, Open: 10777.55, High: 10896.95, Low: 10777.55, SMA20: 10811.39, SMA50: 10717.34, RSI14: 63.31, Return: 1.39%, Output: Up
Date: 2019-01-16, Open: 10899.65, High: 10928.15, Low: 10876.9, SMA20: 10811.49, SMA50: 10727.53, RSI14: 60.34, Return: 0.03%, Output: Up
Date: 2019-01-17, Open: 10920.85, High: 10930.65, Low: 10844.65, SMA20: 10811.31, SMA50: 10734.58, RSI14: 58.46, Return: 0.14%, Output: Up
Date: 2019-01-18, Open: 10914.85, High: 10928.2, Low: 10852.2, SMA20: 10808.29, SMA50: 10742.24, RSI14: 53.55, Return: 0.02%, Output: Up
Date: 2019-01-21, Open: 10919.35, High: 10987.45, Low: 10885.75, SMA20: 10808.8, SMA50: 10750.87, RSI14: 56.94, Return: 0.5%, Output: Down
Date: 2019-01-22, Open: 10949.8, High: 10949.8, Low: 10864.15, SMA20: 10817.24, SMA50: 10757.36, RSI14: 59.52, Return: -0.36%, Output: Down
Date: 2019-01-23, Open: 10931.05, High: 10944.8, Low: 10811.95, SMA20: 10825.64, SMA50: 10762.29, RSI14: 62.16, Return: -0.84%, Output: Up
Date: 2019-01-24, Open: 10844.05, High: 10866.6, Low: 10798.65, SMA20: 10831.64, SMA50: 10769.64, RSI14: 59.9, Return: 0.17%, Output: Down
Date: 2019-01-25, Open: 10859.75, High: 10931.7, Low: 10756.45, SMA20: 10831.67, SMA50: 10773.6, RSI14: 50.68, Return: -0.64%, Output: Down
Date: 2019-01-28, Open: 10792.45, High: 10804.45, Low: 10630.95, SMA20: 10821.76, SMA50: 10775.3, RSI14: 40.39, Return: -1.1%, Output: Down
Date: 2019-01-29, Open: 10653.7, High: 10690.35, Low: 10583.65, SMA20: 10811.24, SMA50: 10776.01, RSI14: 35.25, Return: -0.09%, Output: Down
Date: 2019-01-30, Open: 10702.25, High: 10710.2, Low: 10612.85, SMA20: 10804.2, SMA50: 10775.41, RSI14: 37.04, Return: -0.0%, Output: Up
Date: 2019-01-31, Open: 10690.55, High: 10838.05, Low: 10678.55, SMA20: 10812.14, SMA50: 10776.76, RSI14: 52.23, Return: 1.68%, Output: Up
Date: 2019-02-01, Open: 10851.35, High: 10983.45, Low: 10813.45, SMA20: 10820.45, SMA50: 10781.51, RSI14: 59.6, Return: 0.58%, Output: Up
Date: 2019-02-04, Open: 10876.75, High: 10927.9, Low: 10814.15, SMA20: 10827.48, SMA50: 10787.75, RSI14: 51.87, Return: 0.17%, Output: Up
Date: 2019-02-05, Open: 10908.65, High: 10956.7, Low: 10886.7, SMA20: 10834.09, SMA50: 10795.9, RSI14: 53.14, Return: 0.2%, Output: Up
Date: 2019-02-06, Open: 10965.1, High: 11072.6, Low: 10962.7, SMA20: 10844.45, SMA50: 10804.58, RSI14: 59.66, Return: 1.17%, Output: Up
Date: 2019-02-07, Open: 11070.45, High: 11118.1, Low: 11043.6, SMA20: 10856.84, SMA50: 10812.26, RSI14: 59.92, Return: 0.06%, Output: Down
Date: 2019-02-08, Open: 11023.5, High: 11041.2, Low: 10925.45, SMA20: 10864.27, SMA50: 10816.55, RSI14: 48.97, Return: -1.14%, Output: Down
Date: 2019-02-11, Open: 10930.9, High: 10930.9, Low: 10857.1, SMA20: 10871.83, SMA50: 10817.15, RSI14: 48.13, Return: -0.5%, Output: Down
Date: 2019-02-12, Open: 10879.7, High: 10910.9, Low: 10823.8, SMA20: 10869.06, SMA50: 10816.25, RSI14: 49.99, Return: -0.53%, Output: Down
Date: 2019-02-14, Open: 10786.1, High: 10792.7, Low: 10718.75, SMA20: 10861.85, SMA50: 10813.49, RSI14: 44.48, Return: -0.79%, Output: Down
Date: 2019-02-15, Open: 10780.25, High: 10785.75, Low: 10620.4, SMA20: 10852.81, SMA50: 10810.59, RSI14: 46.85, Return: -0.2%, Output: Down
Date: 2019-02-18, Open: 10738.65, High: 10759.9, Low: 10628.4, SMA20: 10839.51, SMA50: 10807.75, RSI14: 48.8, Return: -0.78%, Output: Down
Date: 2019-02-19, Open: 10636.7, High: 10722.85, Low: 10585.65, SMA20: 10821.64, SMA50: 10807.81, RSI14: 47.29, Return: -0.34%, Output: Up
Date: 2019-02-20, Open: 10655.45, High: 10752.7, Low: 10646.4, SMA20: 10812.27, SMA50: 10808.65, RSI14: 54.13, Return: 1.24%, Output: Up
Date: 2019-02-21, Open: 10744.1, High: 10808.85, Low: 10721.5, SMA20: 10810.19, SMA50: 10814.68, RSI14: 47.69, Return: 0.51%, Output: Up
Date: 2019-02-22, Open: 10782.7, High: 10801.55, Low: 10758.4, SMA20: 10807.28, SMA50: 10819.53, RSI14: 43.84, Return: 0.02%, Output: Up
Date: 2019-02-25, Open: 10813.25, High: 10887.1, Low: 10788.05, SMA20: 10812.26, SMA50: 10822.38, RSI14: 48.21, Return: 0.82%, Output: Down
Date: 2019-02-26, Open: 10775.3, High: 10888.75, Low: 10729.3, SMA20: 10820.95, SMA50: 10823.25, RSI14: 44.62, Return: -0.41%, Output: Down
Date: 2019-02-27, Open: 10881.2, High: 10939.7, Low: 10751.2, SMA20: 10828.67, SMA50: 10823.28, RSI14: 34.43, Return: -0.26%, Output: Down
Date: 2019-02-28, Open: 10865.7, High: 10865.7, Low: 10784.85, SMA20: 10835.71, SMA50: 10821.36, RSI14: 33.29, Return: -0.13%, Output: Up
Date: 2019-03-01, Open: 10842.65, High: 10877.9, Low: 10823.1, SMA20: 10837.33, SMA50: 10820.46, RSI14: 44.82, Return: 0.66%, Output: Up
Date: 2019-03-05, Open: 10864.85, High: 10994.9, Low: 10817.0, SMA20: 10842.02, SMA50: 10820.86, RSI14: 55.85, Return: 1.14%, Output: Up
Date: 2019-03-06, Open: 11024.85, High: 11062.3, Low: 10998.85, SMA20: 10849.06, SMA50: 10822.88, RSI14: 63.02, Return: 0.6%, Output: Up
Date: 2019-03-07, Open: 11077.95, High: 11089.05, Low: 11027.1, SMA20: 10855.25, SMA50: 10828.97, RSI14: 70.25, Return: 0.05%, Output: Down
Date: 2019-03-08, Open: 11038.85, High: 11049.0, Low: 11008.95, SMA20: 10853.9, SMA50: 10836.41, RSI14: 70.15, Return: -0.21%, Output: Up
Date: 2019-03-11, Open: 11068.75, High: 11180.9, Low: 11059.85, SMA20: 10858.83, SMA50: 10845.17, RSI14: 82.1, Return: 1.2%, Output: Up
Date: 2019-03-12, Open: 11231.35, High: 11320.4, Low: 11227.0, SMA20: 10876.71, SMA50: 10855.6, RSI14: 87.97, Return: 1.19%, Output: Up
Date: 2019-03-13, Open: 11326.2, High: 11352.3, Low: 11276.6, SMA20: 10899.36, SMA50: 10865.24, RSI14: 86.65, Return: 0.36%, Output: Up
Date: 2019-03-14, Open: 11382.5, High: 11383.45, Low: 11313.75, SMA20: 10924.95, SMA50: 10874.85, RSI14: 85.74, Return: 0.01%, Output: Up
Date: 2019-03-15, Open: 11376.85, High: 11487.0, Low: 11370.8, SMA20: 10958.99, SMA50: 10887.54, RSI14: 87.1, Return: 0.74%, Output: Up
Date: 2019-03-18, Open: 11473.85, High: 11530.15, Low: 11412.5, SMA20: 10995.88, SMA50: 10903.33, RSI14: 86.25, Return: 0.31%, Output: Up
Date: 2019-03-19, Open: 11500.3, High: 11543.85, Low: 11451.25, SMA20: 11040.45, SMA50: 10919.44, RSI14: 92.08, Return: 0.61%, Output: Down
Date: 2019-03-20, Open: 11553.35, High: 11556.1, Low: 11503.1, SMA20: 11086.29, SMA50: 10934.42, RSI14: 94.04, Return: -0.1%, Output: Down
Date: 2019-03-22, Open: 11549.2, High: 11572.8, Low: 11434.55, SMA20: 11122.36, SMA50: 10947.52, RSI14: 88.58, Return: -0.56%, Output: Down
Date: 2019-03-25, Open: 11395.65, High: 11395.65, Low: 11311.6, SMA20: 11150.58, SMA50: 10957.5, RSI14: 77.49, Return: -0.9%, Output: Up
Date: 2019-03-26, Open: 11375.2, High: 11496.75, Low: 11352.45, SMA20: 11185.16, SMA50: 10970.73, RSI14: 77.61, Return: 1.14%, Output: Down
Date: 2019-03-27, Open: 11531.45, High: 11546.2, Low: 11413.0, SMA20: 11213.41, SMA50: 10983.73, RSI14: 72.52, Return: -0.33%, Output: Up
Date: 2019-03-28, Open: 11463.65, High: 11588.5, Low: 11452.45, SMA20: 11250.14, SMA50: 11000.38, RSI14: 75.85, Return: 1.09%, Output: Up
Date: 2019-04-01, Open: 11665.2, High: 11738.1, Low: 11644.75, SMA20: 11293.27, SMA50: 11016.03, RSI14: 79.71, Return: 0.86%, Output: Up
Date: 2019-04-02, Open: 11711.55, High: 11729.35, Low: 11655.85, SMA20: 11339.3, SMA50: 11032.49, RSI14: 77.87, Return: 0.38%, Output: Down
Date: 2019-04-03, Open: 11735.3, High: 11761.0, Low: 11629.15, SMA20: 11378.33, SMA50: 11047.26, RSI14: 68.75, Return: -0.59%, Output: Down
Date: 2019-04-04, Open: 11660.2, High: 11662.55, Low: 11559.2, SMA20: 11408.85, SMA50: 11061.08, RSI14: 63.94, Return: -0.39%, Output: Up
Date: 2019-04-05, Open: 11638.4, High: 11689.65, Low: 11609.5, SMA20: 11439.5, SMA50: 11075.16, RSI14: 66.37, Return: 0.59%, Output: Down
Date: 2019-04-08, Open: 11704.35, High: 11710.3, Low: 11549.1, SMA20: 11466.82, SMA50: 11088.8, RSI14: 59.22, Return: -0.53%, Output: Up
Date: 2019-04-09, Open: 11612.05, High: 11683.9, Low: 11569.7, SMA20: 11498.64, SMA50: 11105.61, RSI14: 60.53, Return: 0.58%, Output: Down
Date: 2019-04-10, Open: 11646.85, High: 11680.05, Low: 11571.75, SMA20: 11519.46, SMA50: 11120.3, RSI14: 52.56, Return: -0.75%, Output: Up
Date: 2019-04-11, Open: 11592.55, High: 11606.7, Low: 11550.55, SMA20: 11534.23, SMA50: 11136.62, RSI14: 53.73, Return: 0.11%, Output: Up
Date: 2019-04-12, Open: 11612.85, High: 11657.35, Low: 11578.8, SMA20: 11549.32, SMA50: 11156.26, RSI14: 59.36, Return: 0.4%, Output: Up
Date: 2019-04-15, Open: 11667.0, High: 11704.6, Low: 11648.25, SMA20: 11566.67, SMA50: 11177.02, RSI14: 67.86, Return: 0.4%, Output: Up
Date: 2019-04-16, Open: 11736.2, High: 11810.95, Low: 11731.55, SMA20: 11584.69, SMA50: 11199.73, RSI14: 66.72, Return: 0.83%, Output: Down
Date: 2019-04-18, Open: 11856.15, High: 11856.15, Low: 11738.5, SMA20: 11599.22, SMA50: 11218.17, RSI14: 67.0, Return: -0.29%, Output: Down
Date: 2019-04-22, Open: 11727.05, High: 11727.05, Low: 11583.95, SMA20: 11602.32, SMA50: 11232.18, RSI14: 51.3, Return: -1.35%, Output: Down
Date: 2019-04-23, Open: 11612.95, High: 11645.95, Low: 11564.8, SMA20: 11605.07, SMA50: 11245.46, RSI14: 44.57, Return: -0.16%, Output: Up
Date: 2019-04-24, Open: 11601.5, High: 11740.85, Low: 11578.85, SMA20: 11618.53, SMA50: 11261.29, RSI14: 50.67, Return: 1.3%, Output: Down
Date: 2019-04-25, Open: 11735.7, High: 11796.75, Low: 11624.3, SMA20: 11632.91, SMA50: 11272.88, RSI14: 49.89, Return: -0.72%, Output: Up
Date: 2019-04-26, Open: 11683.75, High: 11762.9, Low: 11661.75, SMA20: 11646.48, SMA50: 11286.58, RSI14: 57.49, Return: 0.97%, Output: Down
Date: 2019-04-30, Open: 11748.75, High: 11756.25, Low: 11655.9, SMA20: 11661.63, SMA50: 11302.68, RSI14: 54.17, Return: -0.06%, Output: Down
Date: 2019-05-02, Open: 11725.55, High: 11789.3, Low: 11699.55, SMA20: 11669.37, SMA50: 11319.39, RSI14: 56.35, Return: -0.2%, Output: Down
Date: 2019-05-03, Open: 11722.6, High: 11770.9, Low: 11699.35, SMA20: 11671.52, SMA50: 11337.01, RSI14: 52.26, Return: -0.11%, Output: Down
Date: 2019-05-06, Open: 11605.8, High: 11632.55, Low: 11571.35, SMA20: 11665.78, SMA50: 11354.06, RSI14: 50.76, Return: -0.97%, Output: Down
Date: 2019-05-07, Open: 11651.5, High: 11657.05, Low: 11484.45, SMA20: 11658.47, SMA50: 11369.53, RSI14: 45.09, Return: -0.87%, Output: Down
Date: 2019-05-08, Open: 11478.7, High: 11479.1, Low: 11346.95, SMA20: 11646.55, SMA50: 11383.9, RSI14: 37.06, Return: -1.2%, Output: Down
Date: 2019-05-09, Open: 11322.4, High: 11357.6, Low: 11255.05, SMA20: 11628.34, SMA50: 11397.84, RSI14: 32.47, Return: -0.51%, Output: Down
Date: 2019-05-10, Open: 11314.15, High: 11345.8, Low: 11251.05, SMA20: 11612.06, SMA50: 11408.71, RSI14: 25.43, Return: -0.2%, Output: Down
Date: 2019-05-13, Open: 11258.7, High: 11300.2, Low: 11125.6, SMA20: 11585.87, SMA50: 11415.88, RSI14: 23.26, Return: -1.16%, Output: Up
Date: 2019-05-14, Open: 11151.65, High: 11294.75, Low: 11108.3, SMA20: 11567.76, SMA50: 11424.49, RSI14: 32.2, Return: 0.66%, Output: Down
Date: 2019-05-15, Open: 11271.7, High: 11286.8, Low: 11136.95, SMA20: 11545.77, SMA50: 11430.03, RSI14: 30.83, Return: -0.58%, Output: Up
Date: 2019-05-16, Open: 11180.35, High: 11281.55, Low: 11143.35, SMA20: 11526.46, SMA50: 11438.46, RSI14: 27.51, Return: 0.9%, Output: Up
Date: 2019-05-17, Open: 11261.9, High: 11426.15, Low: 11259.85, SMA20: 11512.3, SMA50: 11450.47, RSI14: 39.41, Return: 1.33%, Output: Up
Date: 2019-05-20, Open: 11651.9, High: 11845.2, Low: 11591.7, SMA20: 11514.35, SMA50: 11471.19, RSI14: 52.6, Return: 3.69%, Output: Down
Date: 2019-05-21, Open: 11863.65, High: 11883.55, Low: 11682.8, SMA20: 11512.17, SMA50: 11488.1, RSI14: 48.72, Return: -1.01%, Output: Up
Date: 2019-05-22, Open: 11727.95, High: 11784.8, Low: 11682.4, SMA20: 11519.34, SMA50: 11503.11, RSI14: 50.43, Return: 0.25%, Output: Down
Date: 2019-05-23, Open: 11901.3, High: 12041.15, Low: 11614.5, SMA20: 11523.39, SMA50: 11515.19, RSI14: 48.28, Return: -0.69%, Output: Up
Date: 2019-05-24, Open: 11748.0, High: 11859.0, Low: 11658.1, SMA20: 11529.29, SMA50: 11530.91, RSI14: 57.33, Return: 1.6%, Output: Up
Date: 2019-05-27, Open: 11855.5, High: 11957.15, Low: 11812.4, SMA20: 11543.44, SMA50: 11548.69, RSI14: 62.89, Return: 0.68%, Output: Up
Date: 2019-05-28, Open: 11958.35, High: 11958.55, Low: 11864.9, SMA20: 11552.14, SMA50: 11563.91, RSI14: 68.7, Return: 0.03%, Output: Down
Date: 2019-05-29, Open: 11905.8, High: 11931.9, Low: 11836.8, SMA20: 11557.79, SMA50: 11575.11, RSI14: 68.26, Return: -0.57%, Output: Up
Date: 2019-05-30, Open: 11865.3, High: 11968.55, Low: 11859.4, SMA20: 11568.85, SMA50: 11587.19, RSI14: 70.92, Return: 0.71%, Output: Down
Date: 2019-05-31, Open: 11999.8, High: 12039.25, Low: 11829.45, SMA20: 11579.38, SMA50: 11598.78, RSI14: 76.06, Return: -0.19%, Output: Up
Date: 2019-06-03, Open: 11953.75, High: 12103.05, Low: 11920.1, SMA20: 11603.89, SMA50: 11612.02, RSI14: 77.45, Return: 1.39%, Output: Down
Date: 2019-06-04, Open: 12052.65, High: 12095.2, Low: 12005.85, SMA20: 11630.08, SMA50: 11623.2, RSI14: 77.36, Return: -0.55%, Output: Down
Date: 2019-06-06, Open: 12039.8, High: 12039.8, Low: 11830.25, SMA20: 11654.29, SMA50: 11629.43, RSI14: 67.69, Return: -1.48%, Output: Up
Date: 2019-06-07, Open: 11865.2, High: 11897.5, Low: 11769.5, SMA20: 11682.74, SMA50: 11636.42, RSI14: 65.1, Return: 0.23%, Output: Up
Date: 2019-06-10, Open: 11934.9, High: 11975.05, Low: 11871.75, SMA20: 11714.92, SMA50: 11645.74, RSI14: 54.05, Return: 0.44%, Output: Up
Date: 2019-06-11, Open: 11959.85, High: 12000.35, Low: 11904.35, SMA20: 11755.79, SMA50: 11657.97, RSI14: 61.77, Return: 0.36%, Output: Down
Date: 2019-06-12, Open: 11962.45, High: 11962.45, Low: 11866.35, SMA20: 11790.0, SMA50: 11666.43, RSI14: 57.51, Return: -0.5%, Output: Up
Date: 2019-06-13, Open: 11873.9, High: 11931.35, Low: 11817.05, SMA20: 11827.85, SMA50: 11675.81, RSI14: 62.27, Return: 0.07%, Output: Down
Date: 2019-06-14, Open: 11910.1, High: 11911.85, Low: 11797.7, SMA20: 11856.16, SMA50: 11680.87, RSI14: 48.91, Return: -0.76%, Output: Down
Date: 2019-06-17, Open: 11844.0, High: 11844.05, Low: 11657.75, SMA20: 11869.41, SMA50: 11680.93, RSI14: 37.63, Return: -1.28%, Output: Up
Date: 2019-06-18, Open: 11677.05, High: 11727.2, Low: 11641.15, SMA20: 11862.58, SMA50: 11680.5, RSI14: 38.55, Return: 0.17%, Output: Down
Date: 2019-06-19, Open: 11744.45, High: 11802.5, Low: 11625.1, SMA20: 11861.7, SMA50: 11681.45, RSI14: 41.24, Return: -0.0%, Output: Up
Date: 2019-06-20, Open: 11653.65, High: 11843.5, Low: 11635.05, SMA20: 11866.39, SMA50: 11686.12, RSI14: 44.43, Return: 1.2%, Output: Down
Date: 2019-06-21, Open: 11827.6, High: 11827.95, Low: 11705.1, SMA20: 11869.74, SMA50: 11687.29, RSI14: 41.04, Return: -0.91%, Output: Down
Date: 2019-06-24, Open: 11725.8, High: 11754.0, Low: 11670.2, SMA20: 11862.52, SMA50: 11689.19, RSI14: 29.9, Return: -0.21%, Output: Up
Date: 2019-06-25, Open: 11681.0, High: 11814.4, Low: 11651.0, SMA20: 11856.1, SMA50: 11691.68, RSI14: 38.71, Return: 0.83%, Output: Up
Date: 2019-06-26, Open: 11768.15, High: 11871.85, Low: 11757.55, SMA20: 11852.04, SMA50: 11696.94, RSI14: 50.22, Return: 0.43%, Output: Down
Date: 2019-06-27, Open: 11860.85, High: 11911.15, Low: 11821.05, SMA20: 11851.07, SMA50: 11701.84, RSI14: 48.29, Return: -0.05%, Output: Down
Date: 2019-06-28, Open: 11861.15, High: 11871.7, Low: 11775.5, SMA20: 11843.21, SMA50: 11704.75, RSI14: 42.13, Return: -0.45%, Output: Up
Date: 2019-07-01, Open: 11839.9, High: 11884.65, Low: 11830.8, SMA20: 11840.35, SMA50: 11708.25, RSI14: 44.35, Return: 0.65%, Output: Up
Date: 2019-07-02, Open: 11890.3, High: 11917.45, Low: 11814.7, SMA20: 11831.44, SMA50: 11710.72, RSI14: 50.24, Return: 0.38%, Output: Up
Date: 2019-07-03, Open: 11932.15, High: 11945.2, Low: 11887.05, SMA20: 11826.19, SMA50: 11714.0, RSI14: 50.16, Return: 0.05%, Output: Up
Date: 2019-07-04, Open: 11928.8, High: 11969.25, Low: 11923.65, SMA20: 11831.34, SMA50: 11721.04, RSI14: 57.64, Return: 0.25%, Output: Down
Date: 2019-07-05, Open: 11964.75, High: 11981.75, Low: 11797.9, SMA20: 11828.37, SMA50: 11725.75, RSI14: 58.78, Return: -1.14%, Output: Down
Date: 2019-07-08, Open: 11770.4, High: 11771.9, Low: 11523.3, SMA20: 11810.16, SMA50: 11722.39, RSI14: 43.52, Return: -2.14%, Output: Down
Date: 2019-07-09, Open: 11531.6, High: 11582.55, Low: 11461.0, SMA20: 11789.68, SMA50: 11720.68, RSI14: 43.41, Return: -0.02%, Output: Down
Date: 2019-07-10, Open: 11536.15, High: 11593.7, Low: 11475.65, SMA20: 11769.31, SMA50: 11715.56, RSI14: 32.38, Return: -0.49%, Output: Up
Date: 2019-07-11, Open: 11561.45, High: 11599.0, Low: 11519.5, SMA20: 11752.76, SMA50: 11712.26, RSI14: 42.33, Return: 0.73%, Output: Down
Date: 2019-07-12, Open: 11601.15, High: 11639.55, Low: 11538.6, SMA20: 11739.22, SMA50: 11708.81, RSI14: 42.06, Return: -0.26%, Output: Up
Date: 2019-07-15, Open: 11614.75, High: 11618.4, Low: 11532.3, SMA20: 11735.03, SMA50: 11706.33, RSI14: 37.98, Return: 0.31%, Output: Up
Date: 2019-07-16, Open: 11596.65, High: 11670.05, Low: 11573.95, SMA20: 11733.58, SMA50: 11707.62, RSI14: 39.6, Return: 0.64%, Output: Up
Date: 2019-07-17, Open: 11670.75, High: 11706.65, Low: 11651.15, SMA20: 11733.38, SMA50: 11711.41, RSI14: 41.52, Return: 0.21%, Output: Down
Date: 2019-07-18, Open: 11675.6, High: 11677.15, Low: 11582.4, SMA20: 11721.64, SMA50: 11716.16, RSI14: 39.85, Return: -0.78%, Output: Down
Date: 2019-07-19, Open: 11627.95, High: 11640.35, Low: 11399.3, SMA20: 11706.4, SMA50: 11718.51, RSI14: 28.68, Return: -1.53%, Output: Down
Date: 2019-07-22, Open: 11392.85, High: 11398.15, Low: 11301.25, SMA20: 11688.73, SMA50: 11719.86, RSI14: 23.76, Return: -0.64%, Output: Down
Date: 2019-07-23, Open: 11372.25, High: 11398.15, Low: 11302.8, SMA20: 11665.46, SMA50: 11723.51, RSI14: 22.98, Return: -0.13%, Output: Down
Date: 2019-07-24, Open: 11322.45, High: 11359.75, Low: 11229.8, SMA20: 11636.64, SMA50: 11724.5, RSI14: 19.67, Return: -0.53%, Output: Down
Date: 2019-07-25, Open: 11290.4, High: 11361.4, Low: 11239.35, SMA20: 11607.17, SMA50: 11726.4, RSI14: 21.97, Return: -0.17%, Output: Up
Date: 2019-07-26, Open: 11247.45, High: 11307.6, Low: 11210.05, SMA20: 11581.95, SMA50: 11726.94, RSI14: 32.34, Return: 0.29%, Output: Down
Date: 2019-07-29, Open: 11307.5, High: 11310.95, Low: 11152.4, SMA20: 11548.13, SMA50: 11722.59, RSI14: 28.9, Return: -0.84%, Output: Down
Date: 2019-07-30, Open: 11213.7, High: 11267.45, Low: 11072.65, SMA20: 11506.88, SMA50: 11707.73, RSI14: 27.42, Return: -0.93%, Output: Up
Date: 2019-07-31, Open: 11034.05, High: 11145.3, Low: 10999.4, SMA20: 11466.95, SMA50: 11695.91, RSI14: 23.11, Return: 0.29%, Output: Down
Date: 2019-08-01, Open: 11060.2, High: 11076.75, Low: 10881.0, SMA20: 11418.61, SMA50: 11680.75, RSI14: 20.55, Return: -1.24%, Output: Up
Date: 2019-08-02, Open: 10930.3, High: 11080.15, Low: 10848.95, SMA20: 11377.92, SMA50: 11667.56, RSI14: 19.01, Return: 0.16%, Output: Down
Date: 2019-08-05, Open: 10895.8, High: 10895.8, Low: 10782.6, SMA20: 11343.12, SMA50: 11647.92, RSI14: 10.55, Return: -1.23%, Output: Up
Date: 2019-08-06, Open: 10815.4, High: 11018.55, Low: 10813.8, SMA20: 11312.74, SMA50: 11628.4, RSI14: 15.61, Return: 0.79%, Output: Down
Date: 2019-08-07, Open: 10958.1, High: 10975.65, Low: 10835.9, SMA20: 11280.56, SMA50: 11606.93, RSI14: 15.58, Return: -0.85%, Output: Up
Date: 2019-08-08, Open: 10899.2, High: 11058.05, Low: 10842.95, SMA20: 11253.04, SMA50: 11590.36, RSI14: 32.03, Return: 1.63%, Output: Up
Date: 2019-08-09, Open: 11087.9, High: 11181.45, Low: 11062.8, SMA20: 11230.9, SMA50: 11573.63, RSI14: 39.05, Return: 0.7%, Output: Down
Date: 2019-08-13, Open: 11139.4, High: 11145.9, Low: 10901.6, SMA20: 11197.77, SMA50: 11553.69, RSI14: 33.78, Return: -1.65%, Output: Up
Date: 2019-08-14, Open: 11003.25, High: 11078.15, Low: 10935.6, SMA20: 11166.12, SMA50: 11532.51, RSI14: 40.64, Return: 0.95%, Output: Up
Date: 2019-08-16, Open: 11043.65, High: 11068.65, Low: 10924.3, SMA20: 11134.13, SMA50: 11513.03, RSI14: 42.09, Return: 0.17%, Output: Up
Date: 2019-08-19, Open: 11094.8, High: 11146.9, Low: 11037.85, SMA20: 11106.98, SMA50: 11497.24, RSI14: 40.9, Return: 0.06%, Output: Down
Date: 2019-08-20, Open: 11063.9, High: 11076.3, Low: 10985.3, SMA20: 11086.87, SMA50: 11480.16, RSI14: 42.87, Return: -0.33%, Output: Down
